2011-12-02 17:53:16 NSL需求報表	-2147217900	發生除以零的錯誤。	
2011-12-02 20:59:56 NSL需求報表	-2147217900	發生除以零的錯誤。	
2011-12-02 21:03:54 NSL需求報表	-2147217900	發生除以零的錯誤。	
2011-12-05 15:28:45 NSL需求報表	-2147217900	發生除以零的錯誤。	
2011-12-05 15:53:01 NSL需求報表	-2147467259	[DBNETLIB][ConnectionWrite (send()).]一般網路錯誤。 查閱您的網路文件。	
2011-12-05 15:59:47 NSL需求報表	-2147217900	發生除以零的錯誤。	
2011-12-05 16:17:32 NSL需求報表	-2147467259	[DBNETLIB][ConnectionWrite (send()).]一般網路錯誤。 查閱您的網路文件。	
2011-12-05 18:42:16 訂單接收	5	程序呼叫或引數不正確	
2011-12-05 18:44:03 訂單接收	5	程序呼叫或引數不正確	
2011-12-05 18:44:19 訂單接收	5	程序呼叫或引數不正確	
2011-12-05 18:44:56 訂單接收	5	程序呼叫或引數不正確	
2011-12-05 18:47:31 訂單接收	3704	當物件關閉時，不允許操作。	
2011-12-05 18:48:15 訂單接收	5	程序呼叫或引數不正確	
2011-12-05 18:48:45 訂單接收	3001	引數中可能發生類型錯誤、超過可接受的定義範圍、或與其他引數發生衝突。	
2011-12-05 18:49:12 訂單接收	3001	引數中可能發生類型錯誤、超過可接受的定義範圍、或與其他引數發生衝突。	
2011-12-05 18:49:35 訂單接收	3001	引數中可能發生類型錯誤、超過可接受的定義範圍、或與其他引數發生衝突。	
BestTRP	2014-07-01 20:18:41	0	排車轉訂單	WMS: 0000237009,TMS: F140702191,LMBO01,0000606509,14021492            
BestTRP	2014-07-01 20:18:41	0	排車轉訂單	WMS: 0000237010,TMS: F140702192,LMBO01,0000606460,14021131            
BestTRP	2014-07-01 20:18:41	0	排車轉訂單	WMS: 0000237011,TMS: F140702193,LMBO01,0000606441,14001673            
BestTRP	2014-07-01 20:18:41	0	排車轉訂單	WMS: 0000237012,TMS: F140702194,LMBO01,0000606439,14000873            
BestTRP	2014-07-01 20:18:42	0	排車轉訂單	WMS: 0000237013,TMS: F140702195,LMBO01,0000606458,14021129            
BestTRP	2014-07-01 20:18:42	0	排車轉訂單	WMS: 0000237014,TMS: F140702196,LMBO01,0000606502,14021406            
BestTRP	2014-07-01 20:18:42	0	排車轉訂單	WMS: 0000237015,TMS: F140702197,LMBO01,0000606510,14021493            
BestTRP	2014-07-01 20:18:42	0	排車轉訂單	WMS: 0000237016,TMS: F140702197,LMBO01,0000606511,14021494            
BestTRP	2014-07-01 20:18:42	0	排車轉訂單	WMS: 0000237017,TMS: F140702197,LMBO01,0000606512,14021495            
BestTRP	2014-07-01 20:18:42	0	排車轉訂單	WMS: 0000237018,TMS: F140702198,LMBO01,0000606505,14021410            
BestTRP	2014-07-01 20:18:42	0	排車轉訂單	WMS: 0000237019,TMS: F140702199,LMBO01,0000606472,14021149            
BestTRP	2014-07-01 20:18:42	0	排車轉訂單	WMS: 0000237020,TMS: F140702199,LMBO01,0000606492,14021366            
BestTRP	2014-07-01 20:18:42	0	排車轉訂單	WMS: 0000237021,TMS: F140702200,LMBO01,0000606468,14021139            
BestTRP	2014-07-01 20:18:42	0	排車轉訂單	WMS: 0000237022,TMS: F140702201,LMBO01,0000606461,14021132            
BestTRP	2014-07-01 20:18:42	0	排車轉訂單	WMS: 0000237023,TMS: F140702202,LMBO01,0000606481,14021342            
BestTRP	2014-07-01 20:18:42	0	排車轉訂單	WMS: 0000237024,TMS: F140702203,LMBO01,0000606462,14021133            
BestTRP	2014-07-01 20:18:42	0	排車轉訂單	WMS: 0000237025,TMS: F140702204,LMBO01,0000606487,14021353            
BestTRP	2014-07-01 20:18:42	0	排車轉訂單	WMS: 0000237026,TMS: F140702205,LMBO01,0000606491,14021365            
BestTRP	2014-07-01 20:18:42	0	排車轉訂單	WMS: 0000237027,TMS: F140702206,LMBO01,0000606459,14021130            
BestTRP	2014-07-01 20:18:42	0	排車轉訂單	WMS: 0000237028,TMS: F140702207,LMBO01,0000606504,14021409            
BestTRP	2014-07-01 20:18:42	0	排車轉訂單	WMS: 0000237029,TMS: F140702208,LMBO01,0000606483,14021348            
BestTRP	2014-07-01 20:18:42	0	排車轉訂單	WMS: 0000237030,TMS: F140702209,LMBO01,0000606485,14021350            
BestTRP	2014-07-01 20:18:42	0	排車轉訂單	WMS: 0000237031,TMS: F140702210,LMBO01,0000606484,14021349            
BestTRP	2014-07-01 20:18:42	0	排車轉訂單	WMS: 0000237032,TMS: F140702211,LMBO01,0000606488,14021361            
BestTRP	2014-07-01 20:18:42	0	排車轉訂單	WMS: 0000237033,TMS: F140702212,LMBO01,0000606489,14021362            
BestTRP	2014-07-01 20:18:43	0	排車轉訂單	WMS: 0000237034,TMS: F140702213,LMBO01,0000606476,14021163            
BestTRP	2014-07-01 20:18:43	0	排車轉訂單	WMS: 0000237035,TMS: F140702214,LMBO01,0000606440,14001672            
BestTRP	2014-07-01 20:18:43	0	排車轉訂單	WMS: 0000237036,TMS: F140702215,LMBO01,0000606507,14021412            
BestTRP	2014-07-01 20:18:43	0	排車轉訂單	WMS: 0000237037,TMS: F140702216,LMBO01,0000606467,14021138            
BestTRP	2014-07-01 20:18:43	0	排車轉訂單	WMS: 0000237038,TMS: F140702217,LMBO01,0000606469,14021140            
BestTRP	2014-07-01 20:18:43	0	排車轉訂單	WMS: 0000237039,TMS: F140702217,LMBO01,0000606471,14021145            
BestTRP	2014-07-01 20:18:43	0	排車轉訂單	WMS: 0000237040,TMS: F140702218,LMBO01,0000606473,14021150            
BestTRP	2014-07-01 20:18:43	0	排車轉訂單	WMS: 0000237041,TMS: F140702219,LMBO01,0000606477,14021164            
BestTRP	2014-07-01 20:18:43	0	排車轉訂單	WMS: 0000237042,TMS: F140702220,LMBO01,0000606506,14021411            
BestTRP	2014-07-01 20:20:28	0	排車轉訂單	WMS: 0000236988,TMS: F140702176,LMBO01,0000606444,14001678            
BestTRP	2014-07-01 20:20:28	0	排車轉訂單	WMS: 0000236989,TMS: F140702176,LMBO01,0000606445,14001679            
BestTRP	2014-07-01 20:20:28	0	排車轉訂單	WMS: 0000236990,TMS: F140702176,LMBO01,0000606446,14001680            
BestTRP	2014-07-01 20:20:28	0	排車轉訂單	WMS: 0000236991,TMS: F140702179,LMBO01,0000606498,14021400            
BestTRP	2014-07-01 20:20:28	0	排車轉訂單	WMS: 0000236992,TMS: F140702179,LMBO01,0000606499,14021403            
BestTRP	2014-07-01 20:20:28	0	排車轉訂單	WMS: 0000236993,TMS: F140702180,LMBO01,0000606500,14021404            
BestTRP	2014-07-01 20:20:28	0	排車轉訂單	WMS: 0000236994,TMS: F140702180,LMBO01,0000606501,14021405            
BestTRP	2014-07-01 20:20:28	0	排車轉訂單	WMS: 0000236995,TMS: F140702181,LMBO01,0000606465,14021136            
BestTRP	2014-07-01 20:20:28	0	排車轉訂單	WMS: 0000236996,TMS: F140702181,LMBO01,0000606495,14021397            
BestTRP	2014-07-01 20:20:28	0	排車轉訂單	WMS: 0000236997,TMS: F140702181,LMBO01,0000606496,14021398            
BestTRP	2014-07-01 20:20:28	0	排車轉訂單	WMS: 0000236998,TMS: F140702181,LMBO01,0000606497,14021399            
BestTRP	2014-07-01 20:20:28	0	排車轉訂單	WMS: 0000236999,TMS: F140702182,LMBO01,0000606494,14021369            
BestTRP	2014-07-01 20:20:28	0	排車轉訂單	WMS: 0000237000,TMS: F140702183,LMBO01,0000606435,14021486            
BestTRP	2014-07-01 20:20:28	0	排車轉訂單	WMS: 0000237001,TMS: F140702184,LMBO01,0000606442,14001676            
BestTRP	2014-07-01 20:20:28	0	排車轉訂單	WMS: 0000237002,TMS: F140702184,LMBO01,0000606443,14001677            
BestTRP	2014-07-01 20:20:29	0	排車轉訂單	WMS: 0000237003,TMS: F140702186,LMBO01,0000606503,14021408            
BestTRP	2014-07-01 20:20:29	0	排車轉訂單	WMS: 0000237004,TMS: F140702187,LMBO01,0000606466,14021137            
BestTRP	2014-07-01 20:20:29	0	排車轉訂單	WMS: 0000237005,TMS: F140702188,LMBO01,0000606490,14021363            
BestTRP	2014-07-01 20:20:29	0	排車轉訂單	WMS: 0000237006,TMS: F140702189,LMBO01,0000606482,14021343            
BestTRP	2014-07-01 20:20:30	0	排車轉訂單	WMS: 0000237007,TMS: F140702190,LMBO01,0000606470,14021141            
BestTRP	2014-07-01 20:20:30	0	排車轉訂單	WMS: 0000237008,TMS: F140702191,LMBO01,0000606508,14021491            
BestTRP	2014-07-01 20:20:30	0	排車轉訂單	WMS: 0000237009,TMS: F140702191,LMBO01,0000606509,14021492            
BestTRP	2014-07-01 20:20:30	0	排車轉訂單	WMS: 0000237010,TMS: F140702192,LMBO01,0000606460,14021131            
BestTRP	2014-07-01 20:20:30	0	排車轉訂單	WMS: 0000237011,TMS: F140702193,LMBO01,0000606441,14001673            
BestTRP	2014-07-01 20:20:30	0	排車轉訂單	WMS: 0000237012,TMS: F140702194,LMBO01,0000606439,14000873            
BestTRP	2014-07-01 20:20:30	0	排車轉訂單	WMS: 0000237013,TMS: F140702195,LMBO01,0000606458,14021129            
BestTRP	2014-07-01 20:20:30	0	排車轉訂單	WMS: 0000237014,TMS: F140702196,LMBO01,0000606502,14021406            
BestTRP	2014-07-01 20:20:30	0	排車轉訂單	WMS: 0000237015,TMS: F140702197,LMBO01,0000606510,14021493            
BestTRP	2014-07-01 20:20:30	0	排車轉訂單	WMS: 0000237016,TMS: F140702197,LMBO01,0000606511,14021494            
BestTRP	2014-07-01 20:20:30	0	排車轉訂單	WMS: 0000237017,TMS: F140702197,LMBO01,0000606512,14021495            
BestTRP	2014-07-01 20:20:30	0	排車轉訂單	WMS: 0000237018,TMS: F140702198,LMBO01,0000606505,14021410            
BestTRP	2014-07-01 20:20:30	0	排車轉訂單	WMS: 0000237019,TMS: F140702199,LMBO01,0000606472,14021149            
BestTRP	2014-07-01 20:20:30	0	排車轉訂單	WMS: 0000237020,TMS: F140702199,LMBO01,0000606492,14021366            
BestTRP	2014-07-01 20:20:30	0	排車轉訂單	WMS: 0000237021,TMS: F140702200,LMBO01,0000606468,14021139            
BestTRP	2014-07-01 20:20:30	0	排車轉訂單	WMS: 0000237022,TMS: F140702201,LMBO01,0000606461,14021132            
BestTRP	2014-07-01 20:20:30	0	排車轉訂單	WMS: 0000237023,TMS: F140702202,LMBO01,0000606481,14021342            
BestTRP	2014-07-01 20:20:30	0	排車轉訂單	WMS: 0000237024,TMS: F140702203,LMBO01,0000606462,14021133            
BestTRP	2014-07-01 20:20:30	0	排車轉訂單	WMS: 0000237025,TMS: F140702204,LMBO01,0000606487,14021353            
BestTRP	2014-07-01 20:20:30	0	排車轉訂單	WMS: 0000237026,TMS: F140702205,LMBO01,0000606491,14021365            
BestTRP	2014-07-01 20:20:30	0	排車轉訂單	WMS: 0000237027,TMS: F140702206,LMBO01,0000606459,14021130            
BestTRP	2014-07-01 20:20:31	0	排車轉訂單	WMS: 0000237028,TMS: F140702207,LMBO01,0000606504,14021409            
BestTRP	2014-07-01 20:20:31	0	排車轉訂單	WMS: 0000237029,TMS: F140702208,LMBO01,0000606483,14021348            
BestTRP	2014-07-01 20:20:31	0	排車轉訂單	WMS: 0000237030,TMS: F140702209,LMBO01,0000606485,14021350            
BestTRP	2014-07-01 20:20:31	0	排車轉訂單	WMS: 0000237031,TMS: F140702210,LMBO01,0000606484,14021349            
BestTRP	2014-07-01 20:20:31	0	排車轉訂單	WMS: 0000237032,TMS: F140702211,LMBO01,0000606488,14021361            
BestTRP	2014-07-01 20:20:31	0	排車轉訂單	WMS: 0000237033,TMS: F140702212,LMBO01,0000606489,14021362            
BestTRP	2014-07-01 20:20:31	0	排車轉訂單	WMS: 0000237034,TMS: F140702213,LMBO01,0000606476,14021163            
BestTRP	2014-07-01 20:20:31	0	排車轉訂單	WMS: 0000237035,TMS: F140702214,LMBO01,0000606440,14001672            
BestTRP	2014-07-01 20:20:31	0	排車轉訂單	WMS: 0000237036,TMS: F140702215,LMBO01,0000606507,14021412            
BestTRP	2014-07-01 20:20:31	0	排車轉訂單	WMS: 0000237037,TMS: F140702216,LMBO01,0000606467,14021138            
BestTRP	2014-07-01 20:20:31	0	排車轉訂單	WMS: 0000237038,TMS: F140702217,LMBO01,0000606469,14021140            
BestTRP	2014-07-01 20:20:31	0	排車轉訂單	WMS: 0000237039,TMS: F140702217,LMBO01,0000606471,14021145            
BestTRP	2014-07-01 20:20:31	0	排車轉訂單	WMS: 0000237040,TMS: F140702218,LMBO01,0000606473,14021150            
BestTRP	2014-07-01 20:20:31	0	排車轉訂單	WMS: 0000237041,TMS: F140702219,LMBO01,0000606477,14021164            
BestTRP	2014-07-01 20:20:31	0	排車轉訂單	WMS: 0000237042,TMS: F140702220,LMBO01,0000606506,14021411            
BestTRP	2014-07-01 20:30:48	0	排車轉訂單	WMS: 0000237041,TMS: F140702191,LMBO01,0000606508,14021491            
BestTRP	2014-07-01 20:30:48	0	排車轉訂單	WMS: 0000237042,TMS: F140702191,LMBO01,0000606509,14021492            
BestTRP	2014-07-01 20:31:04	0	排車轉訂單	WMS: 0000237041,TMS: F140702191,LMBO01,0000606508,14021491            
BestTRP	2014-07-01 20:31:04	0	排車轉訂單	WMS: 0000237042,TMS: F140702191,LMBO01,0000606509,14021492            
BestTRP	2014-07-01 20:40:04	0	排車轉訂單	WMS: 0000237041,TMS: F140702191,LMBO01,0000606508,14021491            
BestTRP	2014-07-01 20:40:04	0	排車轉訂單	WMS: 0000237042,TMS: F140702191,LMBO01,0000606509,14021492            
2014-07-02 15:15:48 POD回傳	5	程序呼叫或引數不正確	
BestTRP	2014-07-04 16:40:43	0	排車轉訂單	WMS: 0000236401,TMS: F140705001,LMBO01,0000604038,Eric_Test           
BestTRP	2014-07-04 16:40:44	0	排車轉訂單	WMS: 0000236402,TMS: F140705002,LMBO01,CT00004548,Eric_Test           
BestTRP	2014-07-04 16:49:53	0	排車轉訂單	WMS: 0000236403,TMS: F140705003,LMBO01,0000603991,14021077            
BestTRP	2014-07-04 16:49:53	0	排車轉訂單	WMS: 0000236404,TMS: F140705004,LMBO01,CT00004549,14021077            
2014-07-04 16:51:38 運費維護	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-07-04 16:52:31 POD回傳	-2147217900	找不到預存程序 'es_CheckConfirm'。	
2014-07-04 16:53:58 POD回傳	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2014-07-04 16:54:12 POD回傳	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2014-07-04 16:56:19 運費維護	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-07-07 14:23:08 MBO回單檢核表	-2147217913	準則運算式的資料類型不符合。	
2014-07-07 14:27:06 MBO回單檢核表	-2147217913	準則運算式的資料類型不符合。	
2014-07-07 14:29:55 MBO回單檢核表	-2147217913	準則運算式的資料類型不符合。	
2014-07-07 14:31:50 MBO回單檢核表	-2147217913	準則運算式的資料類型不符合。	
2014-07-07 14:33:04 MBO回單檢核表	-2147217913	準則運算式的資料類型不符合。	
2014-07-08 14:26:23 BestTRP	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	檔案名稱： ST140702170830DC.TXT
2014-07-08 15:37:56 簽單確認_Form_Resize	380	不正確的屬性值	
2014-07-09 13:41:32 訂單接收	32755	已選取「取消」。	
2014-07-14 10:10:24 POD回傳	52	不正確的檔案名稱或數目	
2014-07-14 10:16:35 POD回傳	52	不正確的檔案名稱或數目	
2014-07-14 10:16:40 POD回傳	-2147168242	沒有正在作用的異動。	
2014-07-14 10:17:40 POD回傳	3704	當物件關閉時，不允許操作。	
2014-07-10 11:45:42 POD回傳	75	路徑或檔案存取錯誤	
2014-07-10 11:49:01 POD回傳	75	路徑或檔案存取錯誤	
2014-07-10 11:49:52 POD回傳	75	路徑或檔案存取錯誤	
2014-07-10 11:52:59 POD回傳	75	路徑或檔案存取錯誤	
2014-07-10 13:03:45 POD回傳	75	路徑或檔案存取錯誤	
2014-07-10 13:05:24 POD回傳	75	路徑或檔案存取錯誤	
2014-07-10 13:16:05 POD回傳	75	路徑或檔案存取錯誤	
2014-07-10 13:17:29 POD回傳	75	路徑或檔案存取錯誤	
2014-07-14 13:55:55 POD回傳	5	程序呼叫或引數不正確	
2014-07-14 13:56:13 POD回傳	5	程序呼叫或引數不正確	
2014-07-14 13:58:09 POD回傳	76	找不到路徑	
2014-07-14 13:59:30 POD回傳	52	不正確的檔案名稱或數目	
2014-07-14 14:01:31 POD回傳	52	不正確的檔案名稱或數目	
2014-07-14 14:03:38 POD回傳	75	路徑或檔案存取錯誤	
2014-07-14 14:04:45 POD回傳	70	沒有使用權限	
2014-07-14 14:05:15 POD回傳	70	沒有使用權限	
2014-07-14 14:12:34 POD回傳	75	路徑或檔案存取錯誤	
2014-07-14 14:19:25 POD回傳	424	此處需要物件	
2014-07-14 14:19:35 POD回傳	424	此處需要物件	
2014-07-14 14:21:47 POD回傳	70	沒有使用權限	
2014-07-14 14:47:58 POD回傳	70	沒有使用權限	
2014-07-14 14:51:52 POD回傳	70	沒有使用權限	
2014-07-14 14:55:19 POD回傳	70	沒有使用權限	
2014-07-14 15:53:57 POD回傳	3704	當物件關閉時，不允許操作。	
2014-07-15 13:24:26 POD回傳	3704	當物件關閉時，不允許操作。	
2014-07-15 13:27:29 POD回傳	3704	當物件關閉時，不允許操作。	
2014-07-15 15:02:49 MBO回單檢核表	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2014-07-15 15:48:56 POD回傳	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-07-15 15:49:04 POD回傳	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-07-15 15:53:10 POD回傳	424	此處需要物件	
2014-07-15 15:56:32 POD回傳	424	此處需要物件	
2014-07-15 16:00:06 POD回傳	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-07-15 16:00:18 POD回傳	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-07-15 16:02:02 POD回傳	3001	引數中可能發生類型錯誤、超過可接受的定義範圍、或與其他引數發生衝突。	
2014-07-15 16:04:14 POD回傳	3001	引數中可能發生類型錯誤、超過可接受的定義範圍、或與其他引數發生衝突。	
2014-07-15 16:04:17 POD回傳	3001	引數中可能發生類型錯誤、超過可接受的定義範圍、或與其他引數發生衝突。	
2014-07-15 16:04:23 POD回傳	3001	引數中可能發生類型錯誤、超過可接受的定義範圍、或與其他引數發生衝突。	
2014-07-15 16:04:45 POD回傳	3001	引數中可能發生類型錯誤、超過可接受的定義範圍、或與其他引數發生衝突。	
2014-07-15 16:04:49 POD回傳	3001	引數中可能發生類型錯誤、超過可接受的定義範圍、或與其他引數發生衝突。	
2014-07-15 16:05:30 POD回傳	3001	引數中可能發生類型錯誤、超過可接受的定義範圍、或與其他引數發生衝突。	
2014-07-15 16:17:39 POD回傳	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-07-15 16:18:17 POD回傳	91	沒有設定物件變數或 With 區塊變數	
2014-07-15 16:18:19 POD回傳	91	沒有設定物件變數或 With 區塊變數	
2014-07-15 16:18:20 POD回傳	91	沒有設定物件變數或 With 區塊變數	
2014-07-15 16:20:08 POD回傳	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-07-15 16:20:38 POD回傳	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-07-15 16:20:51 POD回傳	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-07-15 16:52:55 POD回傳	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2014-07-15 16:52:59 POD回傳	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2014-07-14 8:48:42 BestTRP	52	不正確的檔案名稱或數目	檔案名稱： ST140620155900BB.TXT
2014-07-14 8:49:58 BestTRP	52	不正確的檔案名稱或數目	檔案名稱： ST140620155900BB.TXT
2014-07-14 8:51:24 BestTRP	52	不正確的檔案名稱或數目	檔案名稱： ST140620155900BB.TXT
2014-07-14 8:56:30 BestTRP	52	不正確的檔案名稱或數目	檔案名稱： ST140620155900BB.TXT
2014-07-14 8:58:10 BestTRP	52	不正確的檔案名稱或數目	檔案名稱： ST140620155900BB.TXT
2014-07-14 8:59:24 BestTRP	52	不正確的檔案名稱或數目	檔案名稱： ST140620155900BB.TXT
2014-07-14 9:06:36 BestTRP	52	不正確的檔案名稱或數目	檔案名稱： ST140620161407DD.TXT
2014-07-14 9:07:25 BestTRP	52	不正確的檔案名稱或數目	檔案名稱： ST140620155900BB.TXT
2014-07-14 9:51:34 POD回傳	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-07-14 9:52:47 POD回傳	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-07-14 9:53:30 POD回傳	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-07-14 10:55:34 MBO回單檢核表	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2014-07-14 10:55:39 MBO回單檢核表	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2014-07-14 10:57:45 MBO回單檢核表	-2147217900	模稜兩可的資料行名稱 'CONFIRM_DATE'。	
2014-07-14 11:00:50 POD回傳	-2147217900	無效的資料行名稱 'short_name'。	
2014-07-14 11:00:57 POD回傳	-2147217900	無效的資料行名稱 'short_name'。	
2014-07-14 11:04:17 POD回傳	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-07-14 11:04:31 POD回傳	-2147217900	行 1: '0000606361' 附近的語法不正確。	
2014-07-14 11:04:36 POD回傳	-2147168242	沒有正在作用的異動。	
2014-07-14 11:05:28 POD回傳	-2147217900	行 1: '0000606361' 附近的語法不正確。	
2014-07-14 11:42:24 MBO回單檢核表	-2147217900	資料行 's2.CONFIRM_Notes' 在選取清單中無效，因為它並未包含在彙總函數或 GROUP BY 子句中。	
2014-07-14 11:42:35 MBO回單檢核表	-2147217900	資料行 's2.CONFIRM_Notes' 在選取清單中無效，因為它並未包含在彙總函數或 GROUP BY 子句中。	
2014-07-14 11:43:14 MBO回單檢核表	-2147217900	資料行 's2.CONFIRM_Notes' 在選取清單中無效，因為它並未包含在彙總函數或 GROUP BY 子句中。	
2014-07-14 11:43:26 MBO回單檢核表	-2147217900	資料行 's2.CONFIRM_Notes' 在選取清單中無效，因為它並未包含在彙總函數或 GROUP BY 子句中。	
2014-07-14 15:53:38 POD回傳	-2147217900	資料行前置詞 'o' 與用於查詢中的資料表名稱或別名不符。	
2014-07-15 13:19:50 運費維護_0000606386	6148	資料列數不正確	
2014-07-15 13:50:15 MBO回單檢核表	-2147217900	資料行 'o.ReceiveCash' 在選取清單中無效，因為它並未包含在彙總函數或 GROUP BY 子句中。	
2014-07-15 13:50:47 MBO回單檢核表	-2147217900	資料行 'co.Payment' 在選取清單中無效，因為它並未包含在彙總函數或 GROUP BY 子句中。	
2014-07-15 14:32:51 MBO回單檢核表	-2147217900	資料行 'o.ReceiveCash' 在選取清單中無效，因為它並未包含在彙總函數或 GROUP BY 子句中。	
2014-07-17 上午 09:18:36 MBO回單檢核表	-2147217900	行 1: ',' 附近的語法不正確。	
2014-07-17 上午 09:38:18 POD回傳	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-07-17 上午 09:38:36 POD回傳	53	找不到檔案	
2014-07-17 上午 09:38:39 POD回傳	-2147168242	沒有正在作用的異動。	
2014-07-17 上午 09:55:27 MBO回單檢核表	-2147217900	無效的資料行名稱 'TMS單號'。	
2014-07-17 上午 11:40:52 MBO回單檢核表	-2147217900	行 1: ',' 附近的語法不正確。	
2014-07-21 上午 09:11:30 訂單接收	32755	已選取「取消」。	
2014-07-21 上午 09:11:52 訂單接收	32755	已選取「取消」。	
2014-07-21 上午 09:29:46 POD回傳	-2147467259	因處於手動或分散式異動模式，所以無法建立新連線。	
2014-07-21 上午 09:36:39 POD回傳	-2147467259	因處於手動或分散式異動模式，所以無法建立新連線。	
2014-07-21 上午 09:37:16 POD回傳	-2147467259	因處於手動或分散式異動模式，所以無法建立新連線。	
2014-07-21 上午 09:38:02 POD回傳	-2147467259	因處於手動或分散式異動模式，所以無法建立新連線。	
2014-07-24 下午 02:52:52 出貨件數確認	2103	您在屬性表或巨集所輸入的報表名稱 '4*8地址條' 拼字有誤或參照不存在的報表。	
2014-07-24 下午 02:53:36 出貨件數確認	2103	您在屬性表或巨集所輸入的報表名稱 '地址條4*8' 拼字有誤或參照不存在的報表。	
2014-07-31 上午 10:46:08 二次排車作業	380	不正確的屬性值	
2014-08-03 上午 09:59:04 Interface Log	-2147217865	無效的物件名稱 'interfacelog'。	
2014-08-03 上午 11:07:32 出貨件數確認	2103	您在屬性表或巨集所輸入的報表名稱 '地址條8x4' 拼字有誤或參照不存在的報表。	
2014-08-03 上午 11:07:37 出貨件數確認	2103	您在屬性表或巨集所輸入的報表名稱 '地址條8x4' 拼字有誤或參照不存在的報表。	
2014-08-03 上午 11:35:24 Interface Log	-2147217865	無效的物件名稱 'interfacelog'。	
2014-08-03 上午 11:36:13 Interface Log	-2147217865	無效的物件名稱 'interfacelog'。	
2014-08-03 下午 12:50:35 訂單接收	32755	已選取「取消」。	
2014-08-03 下午 12:52:07 訂單接收	32755	已選取「取消」。	
2014-08-03 下午 01:31:35 BestTRP	75	路徑或檔案存取錯誤	檔案名稱： ST140620155900BB.TXT
2014-08-03 下午 01:32:33 訂單接收	32755	已選取「取消」。	
2014-08-03 下午 01:32:40 訂單接收	32755	已選取「取消」。	
2014-08-07 上午 09:05:59 二次排車作業	380	不正確的屬性值	
2014-08-07 上午 09:06:05 二次排車作業	380	不正確的屬性值	
2014-08-07 上午 09:09:13 二次排車作業	380	不正確的屬性值	
2014-08-11 下午 05:38:51 訂單維護作業 	-2147168237	在此工作階段中無法啟動更多的異動。
  	
2014-08-14 下午 03:05:45 訂單接收	32755	已選取「取消」。	
2014-08-18 下午 02:20:59 POD回傳	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2014-08-18 下午 05:02:58 POD回傳	91	沒有設定物件變數或 With 區塊變數	
2014-08-18 下午 05:03:19 POD回傳	-2147217900	關鍵字 'on' 附近的語法不正確。	
2014-08-18 下午 05:03:56 POD回傳	-2147217900	無效的資料行名稱 'externreceiptdetail'。	
2014-08-18 下午 05:05:08 POD回傳	-2147217900	模稜兩可的資料行名稱 'ExternReceiptKey'。	
2014-08-18 下午 05:11:14 POD回傳	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2014-08-20 上午 11:12:03 POD回傳	-2147217900	資料行前置詞 'o' 與用於查詢中的資料表名稱或別名不符。	
2014-08-20 上午 11:28:03 POD回傳	-2147217900	資料行前置詞 'o' 與用於查詢中的資料表名稱或別名不符。	
2014-08-20 上午 11:30:15 POD回傳	-2147217900	資料行前置詞 'o' 與用於查詢中的資料表名稱或別名不符。	
2014-08-28 下午 03:43:26 POD回傳	5	程序呼叫或引數不正確	
